STA_SEQ,NAME,YLAT,XLONG,SDATE,SYEAR,BCG,YCNT,MINYEAR,MAXYEAR
14410,Quinebaug River,42.022,-71.9528,2007-09-18,2007,3,9,1995,2018
14609,Quinebaug River,41.9081,-71.9096,2007-09-18,2007,4,4,1999,2014
14206,French River,41.9548,-71.884,2007-09-18,2007,4,7,1995,2014
16119,Day Pond Brook,41.5623,-72.4338,2007-09-19,2007,2.642857143,9,2007,2018
16121,Flat Brook,41.5544,-72.4523,2007-09-19,2007,2,3,2007,2014
16111,Beaver Meadow Brook,41.4552,-72.5288,2007-09-19,2007,3,1,2007,2007
16110,Mott Hill Brook,41.6615,-72.5365,2007-09-19,2007,3,9,2007,2018
16076,Housatonic River,41.7673,-73.4379,2007-09-19,2007,4,5,2007,2016
16028,Carse Brook,41.8552,-73.3755,2007-09-19,2007,3,2,2006,2007
16120,Elbow Brook,41.5211,-72.4869,2007-09-19,2007,2,1,2007,2007
16065,Housatonic River,41.8148,-73.376,2007-09-19,2007,3,1,2007,2007
14451,Shetucket River,41.7002,-72.1823,2007-09-20,2007,5,7,1999,2018
14414,Quinnipiac River,41.4501,-72.8407,2007-09-20,2007,5,14,1991,2018
14422,Quinnipiac River,41.4912,-72.8174,2007-09-20,2007,5,2,2007,2009
14413,Quinnipiac River,41.528244,-72.856272,2007-09-20,2007,5,14,1991,2018
15479,Quinnipiac River,41.5996,-72.8854,2007-09-20,2007,5,5,2004,2018
15892,Shetucket River,41.6175,-72.085,2007-09-20,2007,4,3,2007,2014
14424,Quinnipiac River,41.644,-72.8745,2007-09-20,2007,5,1,2007,2007
15304,Eagleville Brook,41.7938,-72.2752,2007-09-21,2007,3.5,7,2003,2019
14590,Bigelow Brook,41.8671,-72.0921,2007-09-21,2007,2.5,3,1999,2009
14314,Natchaug River,41.8008,-72.1182,2007-09-21,2007,2.661290323,19,1989,2017
16128,Stonehouse Brook,41.7812,-72.1509,2007-09-21,2007,3,9,2007,2015
16124,Flat Brook,41.938249,-73.321123,2007-09-21,2007,2,9,2007,2018
14379,Pawcatuck River,41.3978,-71.8422,2007-09-21,2007,3,6,2000,2014
14720,Green Fall River,41.4568,-71.8169,2007-09-21,2007,2,20,2000,2019
14581,Willimantic River,41.9423,-72.3058,2007-09-21,2007,5,13,1999,2019
15176,Natchaug River,41.7569,-72.1523,2007-09-21,2007,3,7,2007,2015
16114,Rugg Brook,41.9328,-73.1214,2007-09-21,2007,3,7,2007,2016
16116,Kettle Brook,41.9324,-72.9442,2007-09-21,2007,2,1,2007,2007
14591,Mount Hope River,41.7971,-72.1716,2007-09-21,2007,3,6,1999,2014
14721,Shunock River,41.4101,-71.8452,2007-09-21,2007,3,7,2000,2014
14584,Roaring Brook,41.904,-72.2891,2007-09-21,2007,2,10,1999,2017
16127,Jakes Brook,41.864151,-73.167442,2007-09-24,2007,2.5,9,2007,2018
15312,Beaver Brook,41.409952,-72.329059,2007-09-24,2007,3,10,2007,2016
14441,Salmon River,41.5742,-72.4294,2007-09-24,2007,3,24,1991,2018
15501,Cedar Pond Brook,41.4119,-72.3128,2007-09-25,2007,2.5,1,2007,2007
15796,PENDLETON HILL BROOK,41.4748,-71.8342,2007-09-25,2007,2.151162791,11,2007,2019
14444,Saugatuck River,41.2945,-73.3948,2007-09-25,2007,3.00990099,23,1991,2018
16064,Umpawaug Pond Brook,41.3169,-73.4443,2007-09-25,2007,4,1,2007,2007
15315,Burnham Brook,41.4603,-72.3343,2007-09-25,2007,2,7,2007,2016
16123,Muddy Brook,41.4756,-72.342,2007-09-25,2007,3,1,2007,2007
16122,Early Brook,41.4978,-72.3435,2007-09-25,2007,3,2,2007,2015
16143,Little River,41.2931,-73.3678,2007-09-25,2007,3,8,2007,2014
14605,Eightmile River,41.5908,-72.9009,2007-09-26,2007,3.5,13,1999,2018
14450,Shepaug River,41.5489,-73.3308,2007-09-26,2007,4.25,26,1991,2018
14321,Naugatuck River,41.6497,-73.0774,2007-09-26,2007,5,7,2001,2009
15997,Town Farm Brook,41.5562,-73.3912,2007-09-26,2007,4,3,2006,2011
14316,Naugatuck River,41.6159,-73.0579,2007-09-26,2007,5,15,1991,2019
14319,Naugatuck River,41.7361,-73.1054,2007-09-26,2007,5,8,2004,2019
14322,Naugatuck River,41.631,-73.0772,2007-09-26,2007,5,8,2001,2009
14825,Naugatuck River,41.6743,-73.0695,2007-09-26,2007,5,11,2004,2019
16063,Marshepaug River,41.7794,-73.2663,2007-09-27,2007,4,2,2007,2010
16109,Gardner Brook,41.8642,-72.1598,2007-09-28,2007,2.5,1,2007,2007
16108,Knowlton Brook,41.8492,-72.1783,2007-09-28,2007,3,1,2007,2007
15370,Saugatuck River,41.1927,-73.3617,2007-10-01,2007,4,3,2007,2013
15375,Aspetuck River,41.1769,-73.3579,2007-10-01,2007,4,2,2007,2013
15364,West Branch Saugatuck River,41.1718,-73.3643,2007-10-01,2007,4,4,2007,2013
16141,Pequonnock River,41.2534,-73.2059,2007-10-02,2007,3.5,5,2007,2016
14221,Hammonasset River,41.3278,-72.6116,2007-10-02,2007,3,7,1997,2016
14394,Pequonnock River,41.2343,-73.1838,2007-10-02,2007,5,6,1997,2016
14290,Menunketesuck River,41.3565,-72.5405,2007-10-02,2007,3,2,2007,2013
15357,Sasco Brook,41.1457,-73.3012,2007-10-02,2007,4,5,2006,2016
16131,Chatfield Hollow Brook,41.3314,-72.595,2007-10-02,2007,3,7,2007,2016
14298,Mill River,41.208,-73.257,2007-10-02,2007,4,3,1997,2013
14490,West River,41.3399,-72.7154,2007-10-02,2007,3,5,1997,2013
15013,Mill River,41.4259,-72.9056,2007-10-03,2007,3.5,8,2004,2016
16138,Wepawaug River,41.3297,-73.0296,2007-10-03,2007,3.778325123,2,2007,2013
16137,Indian River,41.2651,-73.0129,2007-10-03,2007,5,2,2007,2013
14301,Mill River,41.3828,-72.8967,2007-10-03,2007,5,3,1997,2013
15854,Muddy River,41.4151,-72.8012,2007-10-03,2007,4,6,2006,2014
14486,Wepawaug River,41.236,-73.0573,2007-10-03,2007,4,3,1997,2013
15087,Muddy River,41.3668,-72.8543,2007-10-03,2007,5,5,2006,2014
14489,West River,41.3303,-72.9663,2007-10-03,2007,5,3,1997,2011
14226,Harbor Brook,41.5314,-72.8218,2007-10-04,2007,5,8,1989,2016
14432,Rippowam River,41.0661,-73.5484,2007-10-04,2007,5,3,1997,2007
14431,Rippowam River,41.1134,-73.5471,2007-10-04,2007,4,1,2007,2007
14358,Noroton River,41.0898,-73.5152,2007-10-04,2007,5,5,2000,2016
15066,Patton Brook,41.6462,-72.8601,2007-10-04,2007,5,1,2007,2007
16133,Wharton Brook,41.4324,-72.8321,2007-10-04,2007,3,1,2007,2007
15193,Honeypot Brook,41.5396,-72.8789,2007-10-04,2007,5,1,2007,2007
16066,Farmington River,41.914,-72.765,2007-10-05,2007,4,6,2007,2017
15856,Misery Brook,41.5699,-72.8733,2007-10-09,2007,4.5,2,2006,2007
14442,Sandy Brook,41.974,-73.0406,2007-10-09,2007,2.5,25,1993,2018
16136,Wintergreen Brook,41.3458,-72.9585,2007-10-09,2007,4.25,2,2007,2013
14473,Ten Mile River,41.5267,-72.9331,2007-10-09,2007,4.036585366,4,1997,2013
14472,Ten Mile River,41.5655,-72.8905,2007-10-09,2007,6,3,1995,2007
16139,Brown Brook,41.9267,-73.2799,2007-10-09,2007,3,13,2007,2019
14146,Branford River,41.3072,-72.7648,2007-10-11,2007,3.5,3,1997,2013
16240,Farm River,41.2814,-72.8661,2007-10-11,2007,5.75,1,2007,2007
15067,Farm River,41.3524,-72.8073,2007-10-11,2007,5,2,2007,2013
14360,Norwalk River,41.2675,-73.4414,2007-10-15,2007,4,10,1997,2020
14362,Ridgefield Brook,41.3158,-73.4792,2007-10-15,2007,5,4,1997,2013
14363,Norwalk River,41.3101,-73.4691,2007-10-15,2007,5,3,1997,2013
14553,Norwalk River,41.2604,-73.4367,2007-10-15,2007,5,4,2006,2015
14366,Norwalk River,41.246,-73.4341,2007-10-15,2007,4,6,2006,2020
14554,Norwalk River,41.2268,-73.4246,2007-10-16,2007,4.25,2,2007,2013
14370,Norwalk River,41.1909,-73.4297,2007-10-16,2007,4,9,1997,2020
14555,Norwalk River,41.1639,-73.4193,2007-10-16,2007,5,2,2007,2016
14361,Norwalk River,41.1359,-73.426,2007-10-16,2007,6,9,1997,2020
14202,Five Mile River,41.1365,-73.4793,2007-10-17,2007,5,2,2004,2007
14201,Five Mile River,41.1418,-73.4833,2007-10-17,2007,5,2,1997,2007
16205,Norwalk River,41.1231,-73.425,2007-10-17,2007,5,1,2007,2007
14452,Silvermine River,41.1503,-73.4434,2007-10-17,2007,5,3,1997,2007
14293,Mianus River,41.0806,-73.5812,2007-10-18,2007,4.5,4,1993,2013
16146,East Branch Byram River,41.0612,-73.6748,2007-10-18,2007,5.25,2,2007,2013
14150,Byram River,41.0276,-73.6621,2007-10-18,2007,5,3,1997,2009
16145,Horseneck Brook,41.022,-73.6328,2007-10-18,2007,5,1,2007,2007
14706,Whitford Brook,41.3928,-71.9604,2007-10-22,2007,3,16,2000,2018
16135,Sargent River,41.4272,-72.9899,2007-11-28,2007,2.5,2,2007,2013
16140,Bruce Brook,41.1899,-73.1551,2007-11-28,2007,6,2,2007,2008
16082,"Bunnell Brook (""Burlington Brook"")",41.7833,-72.9247,2008-09-15,2008,2.651515152,2,2008,2012
14148,Bunnell Brook,41.7846,-72.9657,2008-09-15,2008,4,3,1989,2008
14720,Green Fall River,41.4568,-71.8169,2008-09-15,2008,2,20,2000,2019
15571,Cherry Brook,41.8365,-72.9295,2008-09-15,2008,3,3,2008,2014
14349,Nepaug River,41.83,-72.9947,2008-09-15,2008,3,3,1998,2012
16370,Bunnell Brook,41.7807,-72.963,2008-09-15,2008,3,10,2008,2018
15319,Nod Brook,41.8158,-72.8294,2008-09-15,2008,4,5,2006,2014
15964,Thompson Brook,41.7681,-72.8497,2008-09-15,2008,4,3,2006,2012
16316,Jim Brook,41.8377,-72.8817,2008-09-15,2008,3,2,2008,2012
15169,Roaring Brook,41.7594,-72.8808,2008-09-15,2008,4,3,2006,2015
14983,Salmon Brook,41.7181,-72.6133,2008-09-16,2008,4.5,2,2008,2010
16352,Lydall Brook,41.7952,-72.5215,2008-09-16,2008,4.5,1,2008,2008
16289,Staddle Brook,41.727,-72.3782,2008-09-16,2008,3,1,2008,2008
16300,Hop River,41.7712,-72.4089,2008-09-16,2008,3,1,2008,2008
14433,Roaring Brook,41.665,-72.6045,2008-09-16,2008,4,3,1998,2012
16313,Mad River,41.9477,-73.1444,2008-09-17,2008,2.5,2,2008,2012
14459,Still River,41.929,-73.0584,2008-09-17,2008,4.587912088,4,1998,2008
15678,Sandy Brook,42.0109,-73.0888,2008-09-17,2008,2.628205128,2,2008,2012
14442,Sandy Brook,41.974,-73.0406,2008-09-17,2008,2.628205128,25,1993,2018
16089,Morgan Brook,41.9086,-73.0007,2008-09-17,2008,3,2,2008,2012
14479,Trout Brook,41.7314,-72.7231,2008-09-17,2008,5,8,1989,2014
15768,Mallory Brook,41.9113,-73.0263,2008-09-17,2008,3,2,2008,2012
14283,Mad River,41.9199,-73.0597,2008-09-17,2008,4,5,1998,2012
16400,North Branch Park River,41.797,-72.72,2008-09-17,2008,5,3,2008,2014
14461,Sandy Brook (Still River),41.9685,-73.0331,2008-09-17,2008,3,6,1998,2018
14397,Piper Brook,41.7186,-72.7274,2008-09-17,2008,5,3,1998,2008
16312,Mad River,41.9458,-73.1286,2008-09-17,2008,2,2,2008,2012
14576,Sawmill Brook,41.6008,-72.7141,2008-09-17,2008,4,4,2006,2012
14713,Still River,41.9503,-73.049,2008-09-17,2008,4,5,2000,2012
16321,Bass Brook,41.6931,-72.7587,2008-09-17,2008,5,1,2008,2008
14842,Indian Meadow Brook,41.9305,-73.079,2008-09-17,2008,3,5,2002,2015
16308,Stony Brook,41.9723,-72.6574,2008-09-22,2008,4.5,1,2008,2008
14314,Natchaug River,41.8008,-72.1182,2008-09-22,2008,2.5,19,1989,2017
14484,West Branch Salmon Brook,41.9372,-72.8215,2008-09-22,2008,3.600938967,7,1998,2017
15176,Natchaug River,41.7569,-72.1523,2008-09-22,2008,2.346938776,7,2007,2015
16128,Stonehouse Brook,41.7812,-72.1509,2008-09-22,2008,3,9,2007,2015
14591,Mount Hope River,41.7971,-72.1716,2008-09-22,2008,3,6,1999,2014
14465,Stony Brook,41.9608,-72.711,2008-09-22,2008,4,4,1989,2008
14303,Muddy Brook,41.9838,-72.6582,2008-09-22,2008,4,3,1998,2008
15171,East Branch Salmon Brook,41.955,-72.7794,2008-09-22,2008,3,1,2008,2008
16323,Coginchaug River,41.5394,-72.6858,2008-09-23,2008,3.127659574,2,2008,2011
14153,Coginchaug River,41.5547,-72.6737,2008-09-23,2008,4,5,1998,2014
14551,Coginchaug River,41.4435,-72.6882,2008-09-23,2008,3,2,2008,2012
14441,Salmon River,41.5742,-72.4294,2008-09-23,2008,3,24,1991,2018
16066,Farmington River,41.914,-72.765,2008-09-24,2008,3.5,6,2007,2017
14197,FARMINGTON RIVER,41.7508,-72.8717,2008-09-24,2008,3.5,8,1995,2018
16044,Chatfield Hollow Brook,41.3742,-72.593,2008-09-24,2008,3.384236453,3,2008,2013
15020,Eightmile River,41.43,-72.3392,2008-09-24,2008,2.976190476,7,2004,2018
15825,West Branch Farmington River,41.9168,-72.989,2008-09-24,2008,3,6,2008,2018
16258,West Branch Farmington River,41.9735,-73.0209,2008-09-24,2008,3,3,2008,2015
16131,Chatfield Hollow Brook,41.3314,-72.595,2008-09-24,2008,4,7,2007,2016
14841,FARMINGTON RIVER,41.8257,-72.9295,2008-09-24,2008,3,4,2002,2012
16225,Farmington River,41.9015,-72.6708,2008-09-24,2008,5,2,2008,2015
15312,Beaver Brook,41.409952,-72.329059,2008-09-24,2008,2,10,2007,2016
16076,Housatonic River,41.7673,-73.4379,2008-09-25,2008,3.5,5,2007,2016
16139,Brown Brook,41.9267,-73.2799,2008-09-25,2008,2.388888889,13,2007,2019
14471,Tenmile River,41.6664,-73.5119,2008-09-25,2008,3,4,2006,2016
14247,Hollenbeck River,41.9431,-73.3058,2008-09-25,2008,3,6,1996,2016
14251,Housatonic River,41.8806,-73.3654,2008-09-25,2008,4,3,2008,2016
14687,Blackberry River,42.023955,-73.327636,2008-09-25,2008,4,4,2008,2016
16327,Housatonic River,41.8508,-73.3758,2008-09-25,2008,4,1,2008,2008
16310,Broad Brook,41.9192,-72.498,2008-10-02,2008,4.5,1,2008,2008
16143,Little River,41.2931,-73.3678,2008-10-02,2008,2.5,8,2007,2014
15046,Charters Brook,41.9062,-72.4035,2008-10-02,2008,2.180851064,3,2003,2012
15221,Scantic River,41.982,-72.5407,2008-10-02,2008,4.0625,3,2008,2012
16322,Ogden Brook,41.8456,-72.4816,2008-10-02,2008,5,2,2008,2009
16345,Sasco Brook  tributary to,41.1817,-73.3142,2008-10-02,2008,3,1,2008,2008
14195,Farmill River,41.2591,-73.0979,2008-10-02,2008,4,6,1996,2016
16140,Bruce Brook,41.1899,-73.1551,2008-10-02,2008,5,2,2007,2008
14147,Broad Brook,41.9147,-72.549,2008-10-02,2008,5,7,1993,2014
14444,Saugatuck River,41.2945,-73.3948,2008-10-02,2008,3,23,1991,2018
14456,Steele Brook,41.5805,-73.0703,2008-10-03,2008,4.568062827,12,1996,2020
14458,Still River,41.4389,-73.401,2008-10-03,2008,5,13,1991,2018
14450,Shepaug River,41.5489,-73.3308,2008-10-03,2008,3,26,1991,2018
14284,Mad River,41.5439,-73.0384,2008-10-03,2008,5,8,1991,2013
14409,Pootatuck River,41.4162,-73.2824,2008-10-03,2008,3,6,1997,2016
14404,Pomperaug River,41.4717,-73.256,2008-10-03,2008,4,8,1996,2016
14250,South Fork Hockanum River,41.7767,-72.5612,2008-10-06,2008,5,2,2008,2013
14235,Hockanum River,41.7822,-72.5912,2008-10-06,2008,5,6,1992,2010
14238,Hockanum River,41.8758,-72.4743,2008-10-06,2008,5,2,1998,2008
14241,Hockanum River,41.8503,-72.4878,2008-10-06,2008,5,6,1998,2012
16071,Hockanum River,41.7874,-72.551,2008-10-06,2008,5,1,2008,2008
14470,Tankerhoosen River,41.8272,-72.464,2008-10-06,2008,3,14,1994,2019
15006,Hockanum River,41.8078,-72.5204,2008-10-06,2008,4,2,2004,2008
15048,Hockanum River,41.8666,-72.4648,2008-10-06,2008,5,3,2003,2008
15047,Hockanum River,41.8676,-72.4341,2008-10-06,2008,6,2,2003,2008
14469,Tankerhoosen River,41.8201,-72.5033,2008-10-06,2008,4,6,1998,2014
14242,Hockanum River,41.8195,-72.5035,2008-10-06,2008,4,3,1998,2008
14402,Poland River,41.6912,-73.0045,2008-10-07,2008,3.12,3,1991,2012
14389,Pequabuck River,41.6693,-72.9936,2008-10-07,2008,5,7,1990,2008
14390,Pequabuck River,41.6742,-72.9619,2008-10-07,2008,4,12,1990,2017
14385,Pequabuck River,41.6789,-73.015,2008-10-07,2008,5,3,1991,2008
16317,Coppermine Brook,41.7137,-72.9261,2008-10-07,2008,3,1,2008,2008
14158,Coppermine Brook,41.6777,-72.9077,2008-10-07,2008,5,2,1998,2008
16301,Pequabuck River,41.6698,-72.9272,2008-10-07,2008,5,1,2008,2008
14392,Pequabuck River,41.6738,-72.8977,2008-10-07,2008,5,16,1990,2018
14286,Mattabesset River,41.6201,-72.7937,2008-10-08,2008,4.763513514,2,1993,2008
16336,Hatchery Brook,41.622,-72.7697,2008-10-08,2008,4,3,2008,2014
16090,North Branch Park River,41.7672,-72.7033,2008-10-08,2008,5,1,2008,2008
15250,Mattabesset River,41.6383,-72.7333,2008-10-08,2008,5,2,2008,2012
14288,Mattabesset River,41.6189,-72.7127,2008-10-08,2008,5,10,1992,2014
15406,Little Brook,41.6424,-72.7207,2008-10-08,2008,5,2,2008,2012
14605,Eightmile River,41.5908,-72.9009,2008-10-08,2008,3,13,1999,2018
15005,Bantam River,41.7588,-73.1841,2008-10-08,2008,3,5,2004,2013
14549,Belcher Brook,41.6165,-72.758,2008-10-08,2008,5,1,2008,2008
15333,Webster Brook,41.6405,-72.7421,2008-10-08,2008,5,3,2008,2014
14248,Hop Brook,41.4987,-73.0537,2008-10-08,2008,5,4,2006,2014
14501,Willow Brook,41.6423,-72.7503,2008-10-08,2008,5,3,2000,2012
16410,Roaring Brook No 2,41.4244,-72.4084,2008-10-09,2008,2.205882353,2,2008,2012
14187,Eightmile River,41.4312,-72.3376,2008-10-09,2008,2.976190476,3,1998,2012
14174,East Branch Eightmile River,41.4309,-72.3375,2008-10-09,2008,3,4,1998,2014
14706,Whitford Brook,41.3928,-71.9604,2008-10-09,2008,3,16,2000,2018
14377,Pattaconk Brook,41.3991,-72.4651,2008-10-09,2008,2,3,1998,2012
15179,Eightmile River,41.4671,-72.3372,2008-10-09,2008,3,2,2008,2012
16343,Green Fall River,41.4523,-71.809,2008-10-09,2008,3,2,2008,2010
16320,Sumner Brook,41.5493,-72.6416,2008-10-14,2008,4,1,2008,2008
16311,Reservoir Brook,41.6089,-72.5999,2008-10-14,2008,4,3,2008,2014
16331,Sumner Brook,41.4835,-72.6375,2008-10-14,2008,2,2,2008,2012
14436,Salmon Brook,41.7191,-72.602,2008-10-14,2008,4,4,1998,2012
14322,Naugatuck River,41.631,-73.0772,2008-10-15,2008,4.5,8,2001,2009
16324,Dickinson Creek,41.5575,-72.442,2008-10-15,2008,2.61627907,2,2008,2012
14260,Jeremy River,41.5799,-72.4028,2008-10-15,2008,2.717391304,3,1998,2012
16070,Pine Brook,41.5183,-72.5001,2008-10-15,2008,2.236842105,1,2008,2008
14400,Pocotopaug Creek,41.565,-72.5069,2008-10-15,2008,4.905857741,4,1994,2012
14317,Naugatuck River,41.4435,-73.0642,2008-10-15,2008,5,17,1991,2018
14401,Pocotopaug Creek,41.5352,-72.5182,2008-10-15,2008,3,2,2008,2012
14316,Naugatuck River,41.6159,-73.0579,2008-10-15,2008,5,15,1991,2019
14321,Naugatuck River,41.6497,-73.0774,2008-10-15,2008,5,7,2001,2009
14319,Naugatuck River,41.7361,-73.1054,2008-10-15,2008,5,8,2004,2019
14318,Naugatuck River,41.3387,-73.0806,2008-10-15,2008,5,5,1991,2008
14396,Pine Brook,41.5079,-72.4952,2008-10-15,2008,3,3,1998,2012
14825,Naugatuck River,41.6743,-73.0695,2008-10-15,2008,5,11,2004,2019
16342,Blackledge River,41.6814,-72.463,2008-10-16,2008,3,2,2008,2012
14281,Lyman Brook,41.6077,-72.4263,2008-10-16,2008,3,2,2008,2012
14137,Blackledge River,41.6084,-72.4263,2008-10-16,2008,3,3,1998,2012
15010,Cabin Brook,41.5603,-72.3349,2008-10-16,2008,3,4,2004,2010
16416,Delphi Brook,42.0211,-72.2517,2008-10-21,2008,2.5,2,2008,2009
16417,Furnace Brook,41.9934,-72.2695,2008-10-21,2008,4.75,2,2008,2009
14214,Furnace Brook,41.9841,-72.2947,2008-10-21,2008,4,4,1999,2010
16418,Furnace Brook,41.9937,-72.2767,2008-10-21,2008,4,2,2008,2009
14215,Furnace Brook,41.9679,-72.2979,2008-10-22,2008,4,2,2008,2009
16419,Furnace Brook,41.9599,-72.2994,2008-10-22,2008,4,2,2008,2009
14656,Furnace Brook,41.9554,-72.3013,2008-10-22,2008,5,2,2008,2009
16411,Mill River,41.3893,-72.893,2008-10-23,2008,3.919354839,2,2008,2009
15013,Mill River,41.4259,-72.9056,2008-10-23,2008,4,8,2004,2016
16412,Mill River,41.3925,-72.891,2008-10-23,2008,4,2,2008,2009
16414,Mill River,41.4038,-72.894,2008-10-23,2008,4,2,2008,2009
16413,Mill River,41.3972,-72.8928,2008-10-23,2008,4,3,2008,2013
15177,Mill River,41.4211,-72.9022,2008-10-23,2008,3,2,2008,2009
16415,Mill River,41.4141,-72.895,2008-10-23,2008,4,2,2008,2009
16126,Hall Meadow Brook,41.8861,-73.1689,2008-11-04,2008,3,1,2008,2008
16415,Mill River,41.4141,-72.895,2009-09-15,2009,4.5,2,2008,2009
16411,Mill River,41.3893,-72.893,2009-09-15,2009,4,2,2008,2009
16414,Mill River,41.4038,-72.894,2009-09-15,2009,5,2,2008,2009
15177,Mill River,41.4211,-72.9022,2009-09-15,2009,4,2,2008,2009
16412,Mill River,41.3925,-72.891,2009-09-15,2009,4,2,2008,2009
15013,Mill River,41.4259,-72.9056,2009-09-15,2009,3,8,2004,2016
16413,Mill River,41.3972,-72.8928,2009-09-15,2009,4,3,2008,2013
14598,Quinebaug River,41.6022,-71.9868,2009-09-19,2009,4,5,1999,2014
15794,West Branch Farmington River,41.8732,-72.9648,2009-09-22,2009,3,1,2009,2009
16418,Furnace Brook,41.9937,-72.2767,2009-09-24,2009,4.5,2,2008,2009
14214,Furnace Brook,41.9841,-72.2947,2009-09-24,2009,4.5,4,1999,2010
16416,Delphi Brook,42.0211,-72.2517,2009-09-24,2009,2,2,2008,2009
16419,Furnace Brook,41.9599,-72.2994,2009-09-24,2009,4,2,2008,2009
14656,Furnace Brook,41.9554,-72.3013,2009-09-24,2009,5,2,2008,2009
14215,Furnace Brook,41.9679,-72.2979,2009-09-24,2009,5,2,2008,2009
14370,Norwalk River,41.1909,-73.4297,2009-09-29,2009,5,9,1997,2020
14150,Byram River,41.0276,-73.6621,2009-09-29,2009,5,3,1997,2009
14445,Saugatuck River,41.1693,-73.367,2009-09-29,2009,4,5,2006,2016
14360,Norwalk River,41.2675,-73.4414,2009-09-29,2009,5,10,1997,2020
14361,Norwalk River,41.1359,-73.426,2009-09-29,2009,5,9,1997,2020
14706,Whitford Brook,41.3928,-71.9604,2009-09-29,2009,3,16,2000,2018
14720,Green Fall River,41.4568,-71.8169,2009-09-29,2009,3,20,2000,2019
15312,Beaver Brook,41.409952,-72.329059,2009-09-30,2009,3,10,2007,2016
14316,Naugatuck River,41.6159,-73.0579,2009-10-01,2009,4.5,15,1991,2019
14442,Sandy Brook,41.974,-73.0406,2009-10-01,2009,2.635135135,25,1993,2018
16338,West Branch Naugatuck River,41.8561,-73.1602,2009-10-01,2009,3,1,2009,2009
14305,Muddy Brook,42.0147,-72.0017,2009-10-01,2009,3,5,1999,2014
14410,Quinebaug River,42.022,-71.9528,2009-10-01,2009,4,9,1995,2018
15151,Little River,41.912,-71.9163,2009-10-01,2009,3,3,2009,2014
14322,Naugatuck River,41.631,-73.0772,2009-10-01,2009,5,8,2001,2009
14825,Naugatuck River,41.6743,-73.0695,2009-10-01,2009,5,11,2004,2019
14321,Naugatuck River,41.6497,-73.0774,2009-10-01,2009,5,7,2001,2009
15176,Natchaug River,41.7569,-72.1523,2009-10-02,2009,2.236842105,7,2007,2015
14589,Still River,41.8716,-72.0877,2009-10-02,2009,2.865853659,3,1999,2014
14588,Bungee Brook,41.8957,-72.0714,2009-10-02,2009,3,3,1999,2014
14314,Natchaug River,41.8008,-72.1182,2009-10-02,2009,3,19,1989,2017
16322,Ogden Brook,41.8456,-72.4816,2009-10-02,2009,4,2,2008,2009
16128,Stonehouse Brook,41.7812,-72.1509,2009-10-02,2009,3,9,2007,2015
14590,Bigelow Brook,41.8671,-72.0921,2009-10-02,2009,3,3,1999,2009
14444,Saugatuck River,41.2945,-73.3948,2009-10-05,2009,3,23,1991,2018
16340,Saugatuck River,41.322,-73.4229,2009-10-05,2009,3,1,2009,2009
16143,Little River,41.2931,-73.3678,2009-10-05,2009,3,8,2007,2014
16333,Bullet Hill Brook,41.4826,-73.2205,2009-10-06,2009,3,2,2009,2016
14450,Shepaug River,41.5489,-73.3308,2009-10-06,2009,3,26,1991,2018
17299,Cuff Brook,41.5409,-72.9485,2009-10-09,2009,5,2,2009,2010
16044,Chatfield Hollow Brook,41.3742,-72.593,2009-10-13,2009,2.5,3,2008,2013
14221,Hammonasset River,41.3278,-72.6116,2009-10-13,2009,2.5,7,1997,2016
14490,West River,41.3399,-72.7154,2009-10-13,2009,3,5,1997,2013
16334,Nonewaug River,41.6255,-73.1593,2009-10-13,2009,3,1,2009,2009
16139,Brown Brook,41.9267,-73.2799,2009-10-13,2009,2,13,2007,2019
14451,Shetucket River,41.7002,-72.1823,2009-10-14,2009,3.537815126,7,1999,2018
14602,Merrick Brook,41.661,-72.1101,2009-10-14,2009,2.357142857,4,1999,2014
15892,Shetucket River,41.6175,-72.085,2009-10-14,2009,3,3,2007,2014
14492,Willimantic River,41.8326,-72.3079,2009-10-14,2009,3,5,1989,2014
14582,Willimantic River,41.7623,-72.2691,2009-10-14,2009,3,3,1999,2014
15783,Eagleville Brook,41.7882,-72.2776,2009-10-14,2009,3,4,2009,2019
16417,Furnace Brook,41.9934,-72.2695,2009-10-14,2009,4,2,2008,2009
15302,Eagleville Brook,41.804,-72.266,2009-10-14,2009,4,3,2009,2014
14585,Skungamaug River,41.7659,-72.3927,2009-10-14,2009,3,1,2009,2009
14586,Hop River,41.7212,-72.2548,2009-10-14,2009,3,3,1999,2014
14587,Tenmile River,41.6937,-72.2632,2009-10-14,2009,3,3,1999,2014
15304,Eagleville Brook,41.7938,-72.2752,2009-10-14,2009,3,7,2003,2019
15210,Beaver Brook,41.6841,-72.1092,2009-10-14,2009,3,2,2009,2014
14277,Little River,41.6393,-72.0582,2009-10-14,2009,3,5,1993,2014
15301,Eagleville Brook,41.8067,-72.2646,2009-10-14,2009,5,4,2009,2019
14413,Quinnipiac River,41.528244,-72.856272,2009-10-15,2009,4.5,14,1991,2018
14605,Eightmile River,41.5908,-72.9009,2009-10-15,2009,3.5,13,1999,2018
14420,Quinnipiac River,41.5502,-72.8705,2009-10-15,2009,5,3,1993,2009
14422,Quinnipiac River,41.4912,-72.8174,2009-10-15,2009,5,2,2007,2009
16325,Willow Brook,41.5425,-72.7707,2009-10-15,2009,5,2,2009,2011
