STA_SEQ,NAME,YLAT,XLONG,SDATE,SYEAR,BCG,YCNT,MINYEAR,MAXYEAR
14710,Shepaug River,41.683397,-73.298268,2000-10-04,2000,3,4,2000,2012
14450,Shepaug River,41.5489,-73.3308,2000-10-04,2000,3,26,1991,2018
14442,Sandy Brook,41.974,-73.0406,2000-10-05,2000,2.8,25,1993,2018
14459,Still River,41.929,-73.0584,2000-10-05,2000,5,4,1998,2008
14713,Still River,41.9503,-73.049,2000-10-05,2000,5,5,2000,2012
14188,Eightmile River,41.588,-72.8977,2000-10-06,2000,3.5,10,1993,2003
14501,Willow Brook,41.6423,-72.7503,2000-10-06,2000,5,3,2000,2012
14432,Rippowam River,41.0661,-73.5484,2000-10-10,2000,5.5,3,1997,2007
14358,Noroton River,41.0898,-73.5152,2000-10-10,2000,5.25,5,2000,2016
14394,Pequonnock River,41.2343,-73.1838,2000-10-10,2000,5,6,1997,2016
14318,Naugatuck River,41.3387,-73.0806,2000-10-11,2000,5,5,1991,2008
14332,Naugatuck River,41.5002,-73.0503,2000-10-11,2000,5,9,1997,2018
14714,Naugatuck River,41.513,-73.0529,2000-10-11,2000,5,1,2000,2000
14317,Naugatuck River,41.4435,-73.0642,2000-10-11,2000,5,17,1991,2018
14715,Naugatuck River,41.514,-73.0539,2000-10-11,2000,5,2,2000,2001
14329,Naugatuck River,41.5304,-73.0402,2000-10-12,2000,5.25,7,1997,2004
14456,Steele Brook,41.5805,-73.0703,2000-10-12,2000,5,12,1996,2020
14628,Steele Brook,41.5687,-73.0574,2000-10-12,2000,5,3,2000,2006
14323,Naugatuck River,41.5894,-73.0574,2000-10-12,2000,5,2,1991,2000
14194,Farm River,41.3331,-72.8153,2000-10-16,2000,5,1,2000,2000
14138,Bladens River (Bladdens River),41.3972,-73.0718,2000-10-16,2000,5,2,1996,2000
15670,Sympaug Brook,41.3921,-73.4285,2000-10-17,2000,5,4,1993,2006
14706,Whitford Brook,41.3928,-71.9604,2000-10-19,2000,3,16,2000,2018
14725,Seth Williams Brook,41.4257,-71.9573,2000-10-19,2000,5,1,2000,2000
14263,Kahn Brook,41.5681,-72.1702,2000-10-20,2000,4.370229008,5,2000,2019
14739,Susquetonscut Brook,41.5724,-72.1324,2000-10-20,2000,3,3,2000,2014
14738,Gardner Brook,41.5433,-72.1734,2000-10-20,2000,3,3,2000,2014
14741,Titicus River,41.3287,-73.5218,2000-10-23,2000,3.75,5,2000,2016
14740,Quaker Brook,41.512349,-73.52695,2000-10-23,2000,3,6,2000,2018
14444,Saugatuck River,41.2945,-73.3948,2000-10-23,2000,3,23,1991,2018
14463,Still River,41.3898,-73.4637,2000-10-24,2000,5.5,3,1993,2005
14462,Still River,41.3923,-73.4348,2000-10-24,2000,5,1,2000,2000
14458,Still River,41.4389,-73.401,2000-10-24,2000,5,13,1991,2018
14464,Still River,41.4063,-73.4253,2000-10-24,2000,6,4,1993,2006
14720,Green Fall River,41.4568,-71.8169,2000-10-25,2000,3,20,2000,2019
14379,Pawcatuck River,41.3978,-71.8422,2000-10-25,2000,3,6,2000,2014
14721,Shunock River,41.4101,-71.8452,2000-10-25,2000,3,7,2000,2014
14719,Wyassup Brook,41.4566,-71.8172,2000-10-25,2000,4,3,2000,2013
14734,Yantic River,41.5766,-72.1918,2000-10-26,2000,3.79245283,3,2000,2014
14736,Sherman Brook,41.5753,-72.2847,2000-10-26,2000,3,2,2000,2010
14735,Yantic River,41.5583,-72.112,2000-10-26,2000,3,3,2000,2010
14727,Latimer Brook,41.4107,-72.2217,2000-10-31,2000,3.720812183,4,2000,2016
14278,Little River,41.6158,-72.0416,2000-11-01,2000,4,8,1993,2015
14732,Poquetanuck Brook (Hewitt Brook),41.4981,-72.0365,2000-11-02,2000,3,3,2000,2014
14731,Trading Cove Brook,41.5021,-72.1235,2000-11-02,2000,3,3,2000,2014
14733,Oxoboxo Brook,41.4366,-72.1062,2000-11-02,2000,5,3,2000,2014
14724,Oxoboxo Brook,41.4673,-72.157,2000-11-03,2000,4.5,3,2000,2014
14722,Oxoboxo Brook,41.4462,-72.1253,2000-11-03,2000,4,1,2000,2000
14452,Silvermine River,41.1503,-73.4434,2000-11-09,2000,5,3,1997,2007
14444,Saugatuck River,41.2945,-73.3948,2001-10-04,2001,3.5,23,1991,2018
14442,Sandy Brook,41.974,-73.0406,2001-10-04,2001,3,25,1993,2018
14450,Shepaug River,41.5489,-73.3308,2001-10-04,2001,4,26,1991,2018
14188,Eightmile River,41.588,-72.8977,2001-10-05,2001,4,10,1993,2003
14314,Natchaug River,41.8008,-72.1182,2001-10-11,2001,2.338709677,19,1989,2017
14441,Salmon River,41.5742,-72.4294,2001-10-11,2001,3,24,1991,2018
14583,Middle River,41.9525,-72.3039,2001-10-17,2001,5,8,1999,2014
14584,Roaring Brook,41.904,-72.2891,2001-10-17,2001,2,10,1999,2017
14581,Willimantic River,41.9423,-72.3058,2001-10-17,2001,5,13,1999,2019
14580,Willimantic River,41.9505,-72.3037,2001-10-17,2001,5,9,1999,2019
14332,Naugatuck River,41.5002,-73.0503,2001-10-22,2001,5.5,9,1997,2018
14715,Naugatuck River,41.514,-73.0539,2001-10-22,2001,5.25,2,2000,2001
14317,Naugatuck River,41.4435,-73.0642,2001-10-22,2001,5,17,1991,2018
14329,Naugatuck River,41.5304,-73.0402,2001-10-23,2001,5.75,7,1997,2004
14456,Steele Brook,41.5805,-73.0703,2001-10-23,2001,5,12,1996,2020
14706,Whitford Brook,41.3928,-71.9604,2001-10-30,2001,3,16,2000,2018
14720,Green Fall River,41.4568,-71.8169,2001-10-30,2001,3,20,2000,2019
14322,Naugatuck River,41.631,-73.0772,2001-10-31,2001,5,8,2001,2009
14321,Naugatuck River,41.6497,-73.0774,2001-10-31,2001,5,7,2001,2009
15480,Naugatuck River,41.7347,-73.1051,2001-11-06,2001,5,3,1996,2002
15480,Naugatuck River,41.7347,-73.1051,2002-10-01,2002,5.25,3,1996,2002
14316,Naugatuck River,41.6159,-73.0579,2002-10-01,2002,5,15,1991,2019
14321,Naugatuck River,41.6497,-73.0774,2002-10-01,2002,5,7,2001,2009
14848,Naugatuck River,41.5378,-73.0364,2002-10-02,2002,5.75,1,2002,2002
14329,Naugatuck River,41.5304,-73.0402,2002-10-02,2002,5,7,1997,2004
14322,Naugatuck River,41.631,-73.0772,2002-10-02,2002,5,8,2001,2009
14332,Naugatuck River,41.5002,-73.0503,2002-10-02,2002,5,9,1997,2018
14853,Norwalk River,41.2026,-73.4311,2002-10-03,2002,5,2,2002,2006
14188,Eightmile River,41.588,-72.8977,2002-10-04,2002,3.791666667,10,1993,2003
14317,Naugatuck River,41.4435,-73.0642,2002-10-04,2002,5,17,1991,2018
14858,Flat Brook,41.6801,-72.4673,2002-10-07,2002,2,1,2002,2002
14842,Indian Meadow Brook,41.9305,-73.079,2002-10-08,2002,2.134146341,5,2002,2015
14843,Sandy Brook,41.9904,-73.058,2002-10-08,2002,2,2,2002,2012
14442,Sandy Brook,41.974,-73.0406,2002-10-08,2002,2,25,1993,2018
14857,Beaver Meadow Brook,41.4432,-72.5454,2002-10-09,2002,2.635135135,1,2002,2002
14856,Pond Meadow Brook,41.3807,-72.5904,2002-10-09,2002,3,1,2002,2002
14866,Stickney Hill Brook,41.9833,-72.2179,2002-10-10,2002,2,4,2002,2015
14862,Bentley Brook,41.5582,-72.1366,2002-10-15,2002,3,1,2002,2002
14861,Latimer Brook,41.4209,-72.2209,2002-10-15,2002,3,1,2002,2002
14860,Flat Brook,41.4062,-72.0747,2002-10-15,2002,3,1,2002,2002
14888,Ekonk Brook,41.7109,-71.8778,2002-10-17,2002,3,3,2002,2014
14863,Rocky Brook,42.0134,-71.802,2002-10-17,2002,3,3,2002,2015
14314,Natchaug River,41.8008,-72.1182,2002-10-18,2002,2.338709677,19,1989,2017
14841,FARMINGTON RIVER,41.8257,-72.9295,2002-10-21,2002,3.246031746,4,2002,2012
14880,Sages Ravine Brook,42.0495,-73.4301,2002-10-21,2002,2.166666667,3,2002,2016
14599,Mashamoquet Brook,41.8499,-71.9359,2002-10-22,2002,3,4,1999,2014
14584,Roaring Brook,41.904,-72.2891,2002-10-23,2002,2,10,1999,2017
14583,Middle River,41.9525,-72.3039,2002-10-23,2002,5,8,1999,2014
14581,Willimantic River,41.9423,-72.3058,2002-10-23,2002,5,13,1999,2019
14580,Willimantic River,41.9505,-72.3037,2002-10-23,2002,5,9,1999,2019
14706,Whitford Brook,41.3928,-71.9604,2002-10-24,2002,3,16,2000,2018
14859,Shunock River,41.4304,-71.8526,2002-10-24,2002,3,1,2002,2002
14720,Green Fall River,41.4568,-71.8169,2002-10-24,2002,2,20,2000,2019
14450,Shepaug River,41.5489,-73.3308,2002-10-25,2002,4,26,1991,2018
14840,Mountain Brook,41.9741,-72.8375,2002-10-28,2002,2,2,2002,2012
14846,Sawmill Brook,41.5851,-73.5108,2002-10-29,2002,2,1,2002,2002
14845,Bull Mountain Brook,41.6782,-73.4515,2002-10-29,2002,3,1,2002,2002
14844,Lake Waramaug Brook,41.7243,-73.3345,2002-10-30,2002,3,1,2002,2002
15426,Bladens River (Bladdens River),41.3872,-73.0191,2002-10-31,2002,3,2,2002,2011
14852,Pumpkin Ground Brook,41.2415,-73.1341,2002-10-31,2002,5,1,2002,2002
14849,Limekiln Brook,41.3838,-73.3761,2002-11-05,2002,4.75,1,2002,2002
14580,Willimantic River,41.9505,-72.3037,2003-10-02,2003,4.75,9,1999,2019
14584,Roaring Brook,41.904,-72.2891,2003-10-02,2003,3,10,1999,2017
14583,Middle River,41.9525,-72.3039,2003-10-02,2003,4,8,1999,2014
14581,Willimantic River,41.9423,-72.3058,2003-10-02,2003,5,13,1999,2019
14721,Shunock River,41.4101,-71.8452,2003-10-07,2003,3,7,2000,2014
14720,Green Fall River,41.4568,-71.8169,2003-10-07,2003,2,20,2000,2019
14441,Salmon River,41.5742,-72.4294,2003-10-08,2003,2.642857143,24,1991,2018
14314,Natchaug River,41.8008,-72.1182,2003-10-08,2003,2.134146341,19,1989,2017
14706,Whitford Brook,41.3928,-71.9604,2003-10-09,2003,3,16,2000,2018
14444,Saugatuck River,41.2945,-73.3948,2003-10-14,2003,3,23,1991,2018
14188,Eightmile River,41.588,-72.8977,2003-10-17,2003,3,10,1993,2003
14450,Shepaug River,41.5489,-73.3308,2003-10-20,2003,3,26,1991,2018
14740,Quaker Brook,41.512349,-73.52695,2003-10-20,2003,3,6,2000,2018
14741,Titicus River,41.3287,-73.5218,2003-10-20,2003,3,5,2000,2016
15303,Eagleville Brook,41.7991,-72.2738,2003-10-24,2003,4.5,2,2003,2014
15304,Eagleville Brook,41.7938,-72.2752,2003-10-24,2003,3.5,7,2003,2019
15308,Blackberry River,42.0171,-73.3178,2003-11-03,2003,3,1,2003,2003
15309,Blackberry River,42.0156,-73.3147,2003-11-03,2003,3,1,2003,2003
14442,Sandy Brook,41.974,-73.0406,2003-11-12,2003,2,25,1993,2018
14242,Hockanum River,41.8195,-72.5035,2003-11-13,2003,4.5,3,1998,2008
14469,Tankerhoosen River,41.8201,-72.5033,2003-11-13,2003,4.5,6,1998,2014
14470,Tankerhoosen River,41.8272,-72.464,2003-11-13,2003,2.5,14,1994,2019
14241,Hockanum River,41.8503,-72.4878,2003-11-13,2003,5.5,6,1998,2012
15047,Hockanum River,41.8676,-72.4341,2003-11-13,2003,5,2,2003,2008
15046,Charters Brook,41.9062,-72.4035,2003-11-13,2003,2,3,2003,2012
15048,Hockanum River,41.8666,-72.4648,2003-11-13,2003,5,3,2003,2008
14316,Naugatuck River,41.6159,-73.0579,2003-11-19,2003,5,15,1991,2019
14317,Naugatuck River,41.4435,-73.0642,2003-11-19,2003,5,17,1991,2018
14322,Naugatuck River,41.631,-73.0772,2003-11-19,2003,5,8,2001,2009
14332,Naugatuck River,41.5002,-73.0503,2003-11-19,2003,5,9,1997,2018
14706,Whitford Brook,41.3928,-71.9604,2004-09-22,2004,3.5,16,2000,2018
14720,Green Fall River,41.4568,-71.8169,2004-09-22,2004,2.5,20,2000,2019
14392,Pequabuck River,41.6738,-72.8977,2004-09-23,2004,5,16,1990,2018
14479,Trout Brook,41.7314,-72.7231,2004-09-23,2004,5,8,1989,2014
14288,Mattabesset River,41.6189,-72.7127,2004-09-24,2004,5,10,1992,2014
14397,Piper Brook,41.7186,-72.7274,2004-09-24,2004,5,3,1998,2008
14605,Eightmile River,41.5908,-72.9009,2004-09-27,2004,3.5,13,1999,2018
14458,Still River,41.4389,-73.401,2004-09-27,2004,5,13,1991,2018
14464,Still River,41.4063,-73.4253,2004-09-27,2004,5,4,1993,2006
14303,Muddy Brook,41.9838,-72.6582,2004-10-04,2004,4.5,3,1998,2008
14147,Broad Brook,41.9147,-72.549,2004-10-04,2004,5,7,1993,2014
14435,Salmon Brook,41.9366,-72.7749,2004-10-04,2004,3,2,1998,2004
14241,Hockanum River,41.8503,-72.4878,2004-10-05,2004,5,6,1998,2012
15048,Hockanum River,41.8666,-72.4648,2004-10-05,2004,4,3,2003,2008
15022,West Branch Saugatuck River,41.2433,-73.4094,2004-10-06,2004,3.5,1,2004,2004
14176,East Branch Naugatuck River,41.8122,-73.1221,2004-10-06,2004,3.80952381,2,2004,2006
14348,Naugatuck River,41.7631,-73.1173,2004-10-06,2004,5,3,1991,2004
14825,Naugatuck River,41.6743,-73.0695,2004-10-06,2004,5,11,2004,2019
14341,Naugatuck River,41.7891,-73.1145,2004-10-06,2004,5,7,1991,2016
14202,Five Mile River,41.1365,-73.4793,2004-10-06,2004,5,2,2004,2007
14444,Saugatuck River,41.2945,-73.3948,2004-10-06,2004,3,23,1991,2018
14321,Naugatuck River,41.6497,-73.0774,2004-10-06,2004,5,7,2001,2009
14319,Naugatuck River,41.7361,-73.1054,2004-10-06,2004,5,8,2004,2019
14456,Steele Brook,41.5805,-73.0703,2004-10-07,2004,5,12,1996,2020
14322,Naugatuck River,41.631,-73.0772,2004-10-07,2004,5,8,2001,2009
14628,Steele Brook,41.5687,-73.0574,2004-10-07,2004,5,3,2000,2006
14716,Steele Brook,41.5916,-73.0962,2004-10-07,2004,5,1,2004,2004
14332,Naugatuck River,41.5002,-73.0503,2004-10-07,2004,5,9,1997,2018
14329,Naugatuck River,41.5304,-73.0402,2004-10-07,2004,5,7,1997,2004
14283,Mad River,41.9199,-73.0597,2004-10-08,2004,4.5,5,1998,2012
14459,Still River,41.929,-73.0584,2004-10-08,2004,4.557692308,4,1998,2008
14713,Still River,41.9503,-73.049,2004-10-08,2004,4.588607595,5,2000,2012
14207,French River,42.0248,-71.8843,2004-10-12,2004,5,4,2004,2014
14206,French River,41.9548,-71.884,2004-10-12,2004,4,7,1995,2014
14581,Willimantic River,41.9423,-72.3058,2004-10-13,2004,4,13,1999,2019
14580,Willimantic River,41.9505,-72.3037,2004-10-13,2004,3,9,1999,2019
14583,Middle River,41.9525,-72.3039,2004-10-13,2004,3,8,1999,2014
14226,Harbor Brook,41.5314,-72.8218,2004-10-13,2004,5,8,1989,2016
14414,Quinnipiac River,41.4501,-72.8407,2004-10-14,2004,5,14,1991,2018
14413,Quinnipiac River,41.528244,-72.856272,2004-10-14,2004,5,14,1991,2018
15479,Quinnipiac River,41.5996,-72.8854,2004-10-14,2004,5,5,2004,2018
14800,Steele Brook,41.6105,-73.1153,2004-10-18,2004,3,8,2004,2020
14441,Salmon River,41.5742,-72.4294,2004-10-25,2004,2.5,24,1991,2018
15543,Pease Brook,41.5947,-72.1923,2004-10-25,2004,3,3,2004,2010
15008,Moosup River,41.7172,-71.8422,2004-10-27,2004,2.75,3,2004,2015
15005,Bantam River,41.7588,-73.1841,2004-10-27,2004,3,5,2004,2013
15010,Cabin Brook,41.5603,-72.3349,2004-10-27,2004,3,4,2004,2010
15011,Crooked Brook,41.5999,-71.9067,2004-10-27,2004,3,1,2004,2004
15004,Housatonic River,41.8072,-73.3906,2004-10-27,2004,3,2,2004,2016
15012,Pomperaug River,41.5218,-73.2061,2004-10-27,2004,3,1,2004,2004
15017,Fivemile Brook,41.3846,-73.1597,2004-10-27,2004,3,2,2004,2005
14686,Blackberry River,42.0096,-73.2806,2004-10-27,2004,3,4,2004,2016
15024,Wood Creek,41.6387,-73.2362,2004-10-27,2004,2,2,2004,2011
15015,Seth Williams Brook,41.4399,-71.9741,2004-10-28,2004,2.5,3,2004,2015
15014,Clark Creek,41.4425,-72.4735,2004-10-28,2004,2.5,1,2004,2004
15020,Eightmile River,41.43,-72.3392,2004-10-28,2004,2.5,7,2004,2018
15013,Mill River,41.4259,-72.9056,2004-10-28,2004,4,8,2004,2016
15018,Farm River,41.4063,-72.771,2004-10-28,2004,4,2,2004,2013
15003,Wappoquia Brook,41.8751,-71.9658,2004-10-29,2004,2.5,2,2004,2014
15299,North Running Brook,41.9645,-71.9666,2004-10-29,2004,2.628205128,1,2004,2004
14998,Still Brook,42.0192,-72.3127,2004-10-29,2004,4,1,2004,2004
15007,Sawmill Brook,41.7398,-72.2017,2004-10-29,2004,2,2,2004,2014
15006,Hockanum River,41.8078,-72.5204,2004-10-29,2004,5,2,2004,2008
14997,East Branch Salmon Brook,42.0135,-72.8435,2004-11-01,2004,2,2,2004,2012
14450,Shepaug River,41.5489,-73.3308,2004-11-01,2004,3,26,1991,2018
15001,Beach Brook,41.946,-72.8575,2004-11-01,2004,2,1,2004,2004
14221,Hammonasset River,41.3278,-72.6116,2004-11-02,2004,3,7,1997,2016
14130,Beaver Pond Brook,41.5393,-73.0077,2004-11-08,2004,5.5,1,2004,2004
14968,Lily Brook,41.5742,-72.9878,2004-11-08,2004,4,1,2004,2004
14969,Mad River,41.5744,-72.9884,2004-11-08,2004,5,1,2004,2004
15583,Mad River,41.5413,-73.0089,2004-11-08,2004,5,1,2004,2004
14285,Mad River,41.5603,-73.0029,2004-11-08,2004,5,1,2004,2004
14456,Steele Brook,41.5805,-73.0703,2005-10-20,2005,4.5,12,1996,2020
14392,Pequabuck River,41.6738,-72.8977,2005-10-20,2005,5,16,1990,2018
14479,Trout Brook,41.7314,-72.7231,2005-10-21,2005,5,8,1989,2014
14284,Mad River,41.5439,-73.0384,2005-10-24,2005,6,8,1991,2013
14463,Still River,41.3898,-73.4637,2005-10-24,2005,5,3,1993,2005
14441,Salmon River,41.5742,-72.4294,2005-10-31,2005,2.5,24,1991,2018
14720,Green Fall River,41.4568,-71.8169,2005-10-31,2005,2,20,2000,2019
14706,Whitford Brook,41.3928,-71.9604,2005-10-31,2005,3,16,2000,2018
14605,Eightmile River,41.5908,-72.9009,2005-11-01,2005,3,13,1999,2018
15093,Fenton River,41.8108,-72.2208,2005-11-02,2005,2.5,1,2005,2005
15092,Fenton River,41.8335,-72.2429,2005-11-02,2005,2,2,2005,2018
14314,Natchaug River,41.8008,-72.1182,2005-11-02,2005,3,19,1989,2017
14444,Saugatuck River,41.2945,-73.3948,2005-11-03,2005,3.5,23,1991,2018
14450,Shepaug River,41.5489,-73.3308,2005-11-03,2005,3,26,1991,2018
14442,Sandy Brook,41.974,-73.0406,2005-11-04,2005,2.2,25,1993,2018
15017,Fivemile Brook,41.3846,-73.1597,2005-11-14,2005,2.6,2,2004,2005
15990,Spice Brook,41.8459,-72.3865,2006-09-15,2006,3,2,2006,2014
14720,Green Fall River,41.4568,-71.8169,2006-09-18,2006,2.5,20,2000,2019
14706,Whitford Brook,41.3928,-71.9604,2006-09-18,2006,3,16,2000,2018
14280,Little River,41.4058,-73.0926,2006-09-19,2006,4,4,1996,2016
14195,Farmill River,41.2591,-73.0979,2006-09-19,2006,4,6,1996,2016
14186,Eightmile Brook,41.3885,-73.1648,2006-09-19,2006,3,3,1996,2016
14277,Little River,41.6393,-72.0582,2006-09-20,2006,3.5,5,1993,2014
14156,Comstock Brook,41.1961,-73.4354,2006-09-20,2006,5,1,2006,2006
15857,Mill River,41.1521,-73.2726,2006-09-20,2006,5,1,2006,2006
15858,Cricker Brook,41.1984,-73.2647,2006-09-20,2006,5,2,2006,2015
14445,Saugatuck River,41.1693,-73.367,2006-09-20,2006,4,5,2006,2016
14441,Salmon River,41.5742,-72.4294,2006-09-20,2006,3,24,1991,2018
15357,Sasco Brook,41.1457,-73.3012,2006-09-20,2006,5,5,2006,2016
14314,Natchaug River,41.8008,-72.1182,2006-09-20,2006,3,19,1989,2017
15966,Mill Brook,41.8569,-72.6501,2006-09-21,2006,5.25,1,2006,2006
14442,Sandy Brook,41.974,-73.0406,2006-09-21,2006,3,25,1993,2018
14576,Sawmill Brook,41.6008,-72.7141,2006-09-21,2006,4,4,2006,2012
15413,Belcher Brook,41.605,-72.7577,2006-09-21,2006,4,4,2006,2015
14247,Hollenbeck River,41.9431,-73.3058,2006-09-21,2006,3,6,1996,2016
15965,Meadow Brook,41.5871,-72.3868,2006-09-21,2006,3,1,2006,2006
16025,Muddy Brook,41.1276,-73.3294,2006-09-25,2006,5,1,2006,2006
16002,Pemberwick Brook,41.0274,-73.661,2006-09-25,2006,5,2,2006,2011
15999,Silver Brook,41.2665,-73.0049,2006-09-25,2006,4,3,2006,2013
14128,Bantam River,41.6884,-73.2668,2006-09-26,2006,3.5,4,1997,2016
15530,Weekeepeemee River,41.5575,-73.2155,2006-09-26,2006,3,9,2006,2018
14355,Nonewaug River,41.5575,-73.2122,2006-09-26,2006,3,4,1996,2016
15854,Muddy River,41.4151,-72.8012,2006-09-27,2006,4.545454545,6,2006,2014
15855,Willow Brook (Hamden)-01,41.4472,-72.9083,2006-09-27,2006,3.882629108,1,2006,2006
14183,East Aspetuck River,41.5979,-73.4152,2006-09-27,2006,3,5,1996,2016
15087,Muddy River,41.3668,-72.8543,2006-09-27,2006,4,5,2006,2014
14472,Ten Mile River,41.5655,-72.8905,2006-09-27,2006,5,3,1995,2007
15997,Town Farm Brook,41.5562,-73.3912,2006-09-27,2006,4,3,2006,2011
15065,Farm River,41.2791,-72.8672,2006-09-27,2006,5,1,2006,2006
14450,Shepaug River,41.5489,-73.3308,2006-09-27,2006,4,26,1991,2018
16022,Weekeepeemee River,41.5856,-73.2292,2006-09-28,2006,3,2,2006,2015
14710,Shepaug River,41.683397,-73.298268,2006-09-28,2006,3,4,2000,2012
15138,Bantam River,41.7305,-73.1868,2006-09-28,2006,3,1,2006,2006
15005,Bantam River,41.7588,-73.1841,2006-09-28,2006,3,5,2004,2013
14520,Factory Brook,41.9751,-73.4212,2006-10-03,2006,5,4,1999,2016
16028,Carse Brook,41.8552,-73.3755,2006-10-03,2006,3,2,2006,2007
14439,Salmon Creek (Salmon Kill),41.9337,-73.3908,2006-10-03,2006,4,4,1997,2016
14605,Eightmile River,41.5908,-72.9009,2006-10-04,2006,3,13,1999,2018
14444,Saugatuck River,41.2945,-73.3948,2006-10-04,2006,3,23,1991,2018
15860,West Branch Naugatuck River,41.798,-73.1177,2006-10-05,2006,4.5,1,2006,2006
14179,East Branch Naugatuck River,41.797345,-73.115842,2006-10-05,2006,4.058441558,5,1996,2016
14804,Mill Brook,41.8804,-73.331,2006-10-05,2006,3,3,2006,2015
16003,Nickelmine Brook,41.8199,-73.1461,2006-10-05,2006,4,1,2006,2006
16035,Nickelmine Brook,41.8342,-73.1786,2006-10-05,2006,3,1,2006,2006
15169,Roaring Brook,41.7594,-72.8808,2006-10-05,2006,5,3,2006,2015
15043,Furnace Brook,41.8212,-73.3713,2006-10-05,2006,3,3,2006,2016
14482,West Branch Naugatuck River,41.8181,-73.1441,2006-10-05,2006,4,7,1991,2016
14254,Housatonic River,41.8906,-73.3576,2006-10-05,2006,4,5,1994,2016
14176,East Branch Naugatuck River,41.8122,-73.1221,2006-10-05,2006,4,2,2004,2006
14222,Hancock Brook,41.5799,-73.0497,2006-10-06,2006,4.5,1,2006,2006
14223,Hancock Brook,41.5885,-73.0503,2006-10-06,2006,4.234693878,1,2006,2006
14248,Hop Brook,41.4987,-73.0537,2006-10-06,2006,5,4,2006,2014
14792,Long Meadow Pond Brook,41.4864,-73.0556,2006-10-06,2006,5,4,2006,2014
14129,Beacon Hill Brook,41.4684,-73.0501,2006-10-06,2006,4,4,2006,2016
14471,Tenmile River,41.6664,-73.5119,2006-10-10,2006,3.5,4,2006,2016
14488,West Aspetuck River,41.604889,-73.428789,2006-10-10,2006,3,4,1996,2016
15529,Macedonia Brook,41.7298,-73.4884,2006-10-10,2006,3,3,2006,2016
14172,Deep Brook,41.4131,-73.2823,2006-10-11,2006,3.5,4,2006,2016
14404,Pomperaug River,41.4717,-73.256,2006-10-11,2006,3.671532847,8,1996,2016
14984,Coppermine Brook,41.6746,-72.9068,2006-10-11,2006,5.25,1,2006,2006
15856,Misery Brook,41.5699,-72.8733,2006-10-11,2006,5,2,2006,2007
15964,Thompson Brook,41.7681,-72.8497,2006-10-11,2006,4,3,2006,2012
14409,Pootatuck River,41.4162,-73.2824,2006-10-11,2006,3,6,1997,2016
15319,Nod Brook,41.8158,-72.8294,2006-10-11,2006,4,5,2006,2014
15859,Means Brook,41.2931,-73.1442,2006-10-11,2006,4,1,2006,2006
14464,Still River,41.4063,-73.4253,2006-10-16,2006,5,4,1993,2006
15670,Sympaug Brook,41.3921,-73.4285,2006-10-16,2006,5,4,1993,2006
14458,Still River,41.4389,-73.401,2006-10-16,2006,5,13,1991,2018
16029,padanaram brook,41.3987,-73.4553,2006-10-16,2006,5,1,2006,2006
14686,Blackberry River,42.0096,-73.2806,2006-10-17,2006,4,4,2004,2016
14132,Blackberry River,42.0236,-73.341,2006-10-17,2006,4,3,1990,2006
15531,Leadmine Brook,41.7164,-73.0604,2006-10-19,2006,2.5,3,2006,2016
15035,Spruce Brook,41.7472,-73.115,2006-10-19,2006,2.205882353,3,2006,2016
14800,Steele Brook,41.6105,-73.1153,2006-10-19,2006,4,8,2004,2020
14628,Steele Brook,41.5687,-73.0574,2006-10-19,2006,5,3,2000,2006
14209,Fulling Mill Brook,41.5021,-73.0471,2006-10-24,2006,4.5,4,2006,2016
14284,Mad River,41.5439,-73.0384,2006-10-24,2006,5,8,1991,2013
14145,Branch Brook,41.6434,-73.081,2006-10-24,2006,5,1,2006,2006
14319,Naugatuck River,41.7361,-73.1054,2006-10-25,2006,4.307017544,8,2004,2019
14341,Naugatuck River,41.7891,-73.1145,2006-10-25,2006,5,7,1991,2016
14322,Naugatuck River,41.631,-73.0772,2006-10-25,2006,5,8,2001,2009
14318,Naugatuck River,41.3387,-73.0806,2006-10-25,2006,5,5,1991,2008
14825,Naugatuck River,41.6743,-73.0695,2006-10-25,2006,5,11,2004,2019
14317,Naugatuck River,41.4435,-73.0642,2006-10-25,2006,5,17,1991,2018
14321,Naugatuck River,41.6497,-73.0774,2006-10-25,2006,5,7,2001,2009
14316,Naugatuck River,41.6159,-73.0579,2006-10-25,2006,5,15,1991,2019
16049,Naugatuck River,41.7412,-73.1148,2006-10-27,2006,4.805699482,2,2006,2015
16050,Naugatuck River,41.7485,-73.1129,2006-10-27,2006,5,2,2006,2018
14371,Norwalk River,41.1267,-73.4295,2006-11-29,2006,5,2,1997,2006
14853,Norwalk River,41.2026,-73.4311,2006-11-29,2006,4,2,2002,2006
14553,Norwalk River,41.2604,-73.4367,2006-11-29,2006,4,4,2006,2015
14360,Norwalk River,41.2675,-73.4414,2006-11-29,2006,3,10,1997,2020
14366,Norwalk River,41.246,-73.4341,2006-11-29,2006,4,6,2006,2020
14370,Norwalk River,41.1909,-73.4297,2006-11-29,2006,4,9,1997,2020
14598,Quinebaug River,41.6022,-71.9868,2007-09-18,2007,4.5,5,1999,2014
16113,Hungerford Brook,41.4255,-72.4094,2007-09-18,2007,2.672413793,1,2007,2007
16112,Hemlock Valley Brook,41.4283,-72.4226,2007-09-18,2007,2.071428571,7,2007,2015
14735,Yantic River,41.5583,-72.112,2007-09-18,2007,4,3,2000,2010
