STA_SEQ,YLAT,XLONG,SDATE,SYEAR,BCG,MEM
14470,41.8272,-72.464,2012-10-15,2012,3,1
16410,41.4244,-72.4084,2012-10-15,2012,2,1
14484,41.9372,-72.8215,2012-10-16,2012,4,1
15499,41.94096,-72.834302,2012-10-16,2012,4,1
16080,41.9745,-72.896,2012-10-16,2012,2,1
14147,41.9147,-72.549,2012-10-17,2012,5,1
14840,41.9741,-72.8375,2012-10-17,2012,2,1
15221,41.982,-72.5407,2012-10-17,2012,4,1
16501,42.0122,-72.8775,2012-10-17,2012,3,1
16370,41.7807,-72.963,2012-10-18,2012,3,1
14479,41.7314,-72.7231,2012-10-22,2012,5,1
15319,41.8158,-72.8294,2012-10-22,2012,5,1
15994,41.3842,-73.1642,2012-10-22,2012,3,1
16400,41.797,-72.72,2012-10-22,2012,5,1
17186,41.4878,-73.3508,2012-10-22,2012,3,1
17556,41.796962,-72.42478,2012-10-22,2012,2,1
14278,41.6158,-72.0416,2012-10-23,2012,4,1
14601,41.5632,-71.9834,2012-10-23,2012,3,1
15313,41.4733,-72.2851,2012-10-25,2012,4,1
14316,41.6159,-73.0579,2013-09-16,2013,5,1
14319,41.7361,-73.1054,2013-09-16,2013,5,1
16127,41.864151,-73.167442,2013-09-16,2013,2,1
14146,41.3072,-72.7648,2013-09-17,2013,5,1
14414,41.4501,-72.8407,2013-09-17,2013,5,1
15018,41.4063,-72.771,2013-09-17,2013,5,1
15067,41.3524,-72.8073,2013-09-17,2013,5,1
15087,41.3668,-72.8543,2013-09-17,2013,5,1
14251,41.8806,-73.3654,2013-09-18,2013,4,1
14740,41.512349,-73.52695,2013-09-18,2013,3,1
14404,41.4717,-73.256,2013-09-19,2013,5,1
14450,41.5489,-73.3308,2013-09-19,2013,4,1
15315,41.4603,-72.3343,2013-09-19,2013,2,1
16119,41.5623,-72.4338,2013-09-19,2013,2,1
14490,41.3399,-72.7154,2013-09-20,2013,4,1
16528,41.395779,-72.72126,2013-09-20,2013,3,1
14284,41.5439,-73.0384,2013-09-23,2013,5,1
14456,41.5805,-73.0703,2013-09-23,2013,5,1
14792,41.4864,-73.0556,2013-09-23,2013,5,1
15013,41.4259,-72.9056,2013-09-24,2013,4,1
15854,41.4151,-72.8012,2013-09-24,2013,5,1
16135,41.4272,-72.9899,2013-09-24,2013,3,1
16413,41.3972,-72.8928,2013-09-24,2013,5,1
14361,41.1359,-73.426,2013-09-25,2013,5,1
14554,41.2268,-73.4246,2013-09-25,2013,5,1
14556,41.1361,-73.4346,2013-09-25,2013,5,1
14172,41.4131,-73.2823,2013-09-26,2013,4,1
14195,41.2591,-73.0979,2013-09-26,2013,5,1
14458,41.4389,-73.401,2013-09-26,2013,5,1
14721,41.4101,-71.8452,2013-09-30,2013,4,1
14719,41.4566,-71.8172,2013-10-01,2013,4,1
14720,41.4568,-71.8169,2013-10-01,2013,2,1
15015,41.4399,-71.9741,2013-10-01,2013,5,1
15796,41.4748,-71.8342,2013-10-01,2013,3,1
14298,41.208,-73.257,2013-10-02,2013,4,1
14445,41.1693,-73.367,2013-10-02,2013,4,1
14727,41.4107,-72.2217,2013-10-02,2013,5,1
15357,41.1457,-73.3012,2013-10-02,2013,5,1
16594,41.405177,-72.225708,2013-10-02,2013,4,1
17211,41.4506,-71.8444,2013-10-02,2013,5,1
18496,41.30213,-73.27415,2013-10-02,2013,3,1
14293,41.0806,-73.5812,2013-10-03,2013,5,1
14470,41.8272,-72.464,2013-10-03,2013,3,1
16110,41.6615,-72.5365,2013-10-03,2013,3,1
16128,41.7812,-72.1509,2013-10-03,2013,4,1
14226,41.5314,-72.8218,2013-10-07,2013,5,1
14362,41.3158,-73.4792,2013-10-07,2013,5,1
14413,41.528244,-72.856272,2013-10-07,2013,5,1
14473,41.5267,-72.9331,2013-10-07,2013,4,1
14553,41.2604,-73.4367,2013-10-07,2013,5,1
14247,41.9431,-73.3058,2013-10-08,2013,4,1
16114,41.9328,-73.1214,2013-10-08,2013,2,1
16124,41.938249,-73.321123,2013-10-08,2013,2,1
18498,41.788153,-73.21877,2013-10-08,2013,5,1
14126,41.1864,-73.3429,2013-10-09,2013,4,1
15364,41.1718,-73.3643,2013-10-09,2013,4,1
15375,41.1769,-73.3579,2013-10-09,2013,4,1
15380,41.2287,-73.3241,2013-10-09,2013,5,1
16144,41.3076,-73.332,2013-10-09,2013,3,1
16259,41.2132,-73.3291,2013-10-09,2013,4,1
16260,41.2589,-73.3247,2013-10-09,2013,3,1
16261,41.2771,-73.3275,2013-10-09,2013,2,1
15240,42.0356,-72.9384,2013-10-15,2013,2,1
16136,41.3458,-72.9585,2013-10-15,2013,4,1
16138,41.3297,-73.0296,2013-10-15,2013,4,1
16370,41.7807,-72.963,2013-10-15,2013,3,1
16044,41.3742,-72.593,2013-10-16,2013,3,1
16296,41.3208,-72.2575,2013-10-16,2013,4,1
18468,41.484687,-72.0413,2013-10-16,2013,3,1
18515,41.356489,-72.536493,2013-10-16,2013,5,1
16143,41.2931,-73.3678,2013-10-17,2013,3,1
14290,41.3565,-72.5405,2013-10-21,2013,3,1
14394,41.2343,-73.1838,2013-10-21,2013,4,1
16141,41.2534,-73.2059,2013-10-21,2013,4,1
17448,41.3204,-73.2405,2013-10-21,2013,4,1
17455,41.301,-73.2489,2013-10-21,2013,5,1
14358,41.0898,-73.5152,2013-10-22,2013,5,1
14250,41.7767,-72.5612,2013-11-06,2013,5,1
18509,41.762739,-72.516012,2013-11-06,2013,4,1
14147,41.9147,-72.549,2014-09-15,2014,5,1
14469,41.8201,-72.5033,2014-09-15,2014,4,1
14584,41.904,-72.2891,2014-09-16,2014,3,1
14720,41.4568,-71.8169,2014-09-16,2014,3,1
15990,41.8459,-72.3865,2014-09-16,2014,5,1
14609,41.9081,-71.9096,2014-09-17,2014,5,1
14706,41.3928,-71.9604,2014-09-17,2014,4,1
15151,41.912,-71.9163,2014-09-17,2014,4,1
16734,41.3722,-72.0456,2014-09-17,2014,4,1
17530,41.38712,-71.97682,2014-09-17,2014,3,1
14602,41.661,-72.1101,2014-09-18,2014,3,1
15711,41.7561,-72.0473,2014-09-18,2014,3,1
14197,41.7508,-72.8717,2014-09-19,2014,4,1
14479,41.7314,-72.7231,2014-09-19,2014,5,1
16066,41.914,-72.765,2014-09-19,2014,5,1
14390,41.6742,-72.9619,2014-09-23,2014,5,1
14392,41.6738,-72.8977,2014-09-23,2014,5,1
14450,41.5489,-73.3308,2014-09-23,2014,3,1
14825,41.6743,-73.0695,2014-09-23,2014,5,1
15301,41.8067,-72.2646,2014-09-23,2014,5,1
15302,41.804,-72.266,2014-09-23,2014,5,1
15303,41.7991,-72.2738,2014-09-23,2014,3,1
15304,41.7938,-72.2752,2014-09-23,2014,3,1
15714,41.8164,-72.279,2014-09-23,2014,3,1
15752,41.8089,-72.2633,2014-09-23,2014,5,1
15783,41.7882,-72.2776,2014-09-23,2014,3,1
14207,42.0248,-71.8843,2014-09-24,2014,4,1
14842,41.9305,-73.079,2014-09-24,2014,4,1
15530,41.5575,-73.2155,2014-09-24,2014,4,1
16400,41.797,-72.72,2014-09-25,2014,5,1
18685,41.819229,-72.739279,2014-09-25,2014,5,1
14444,41.2945,-73.3948,2014-09-29,2014,4,1
16124,41.938249,-73.321123,2014-09-29,2014,2,1
16139,41.9267,-73.2799,2014-09-29,2014,3,1
16143,41.2931,-73.3678,2014-09-29,2014,3,1
16387,42.033,-72.9207,2014-09-29,2014,2,1
14593,41.831633,-71.878097,2014-09-30,2014,3,1
14598,41.6022,-71.9868,2014-09-30,2014,5,1
15315,41.4603,-72.3343,2014-09-30,2014,2,1
16110,41.6615,-72.5365,2014-09-30,2014,4,1
16119,41.5623,-72.4338,2014-09-30,2014,2,1
16304,41.7809,-71.901,2014-09-30,2014,5,1
14153,41.5547,-72.6737,2014-10-02,2014,4,1
14174,41.4309,-72.3375,2014-10-02,2014,3,1
16307,41.5408,-72.653,2014-10-02,2014,5,1
14248,41.4987,-73.0537,2014-10-03,2014,5,1
14792,41.4864,-73.0556,2014-10-03,2014,5,1
15540,41.5049,-73.0584,2014-10-03,2014,5,1
14731,41.5021,-72.1235,2014-10-06,2014,2,1
16015,41.7828,-72.0398,2014-10-06,2014,2,1
16298,41.4716,-72.1182,2014-10-06,2014,3,1
16299,41.4293,-72.172,2014-10-06,2014,2,1
17427,41.8186,-72.1316,2014-10-06,2014,5,1
14580,41.9505,-72.3037,2014-10-07,2014,4,1
14583,41.9525,-72.3039,2014-10-07,2014,4,1
14594,41.7148,-71.8931,2014-10-07,2014,4,1
15520,41.925,-72.3162,2014-10-07,2014,2,1
15720,41.7896,-71.9723,2014-10-07,2014,2,1
16303,41.6977,-71.823,2014-10-07,2014,3,1
17405,41.9818,-72.2215,2014-10-07,2014,5,1
14288,41.6189,-72.7127,2014-10-08,2014,5,1
14592,41.7925,-72.21,2014-10-08,2014,2,1
14866,41.9833,-72.2179,2014-10-08,2014,2,1
14885,41.6743,-72.956,2014-10-08,2014,3,1
15413,41.605,-72.7577,2014-10-08,2014,5,1
14263,41.5681,-72.1702,2014-10-09,2014,5,1
14734,41.5766,-72.1918,2014-10-09,2014,4,1
14738,41.5433,-72.1734,2014-10-09,2014,3,1
14739,41.5724,-72.1324,2014-10-09,2014,4,1
15003,41.8751,-71.9658,2014-10-09,2014,3,1
15567,41.5807,-72.187,2014-10-09,2014,3,1
15776,41.881,-72.16,2014-10-09,2014,3,1
15087,41.3668,-72.8543,2014-10-14,2014,5,1
18789,41.398123,-72.815119,2014-10-14,2014,4,1
14277,41.6393,-72.0582,2014-10-15,2014,3,1
14732,41.4981,-72.0365,2014-10-15,2014,3,1
14305,42.0147,-72.0017,2014-10-20,2014,3,1
14888,41.7109,-71.8778,2014-10-21,2014,3,1
15240,42.0356,-72.9384,2014-10-21,2014,2,1
16679,41.6831,-71.9058,2014-10-21,2014,3,1
15015,41.4399,-71.9741,2015-09-08,2015,5,1
14450,41.5489,-73.3308,2015-09-14,2015,4,1
15703,41.9592,-72.8469,2015-09-14,2015,2,1
16258,41.9735,-73.0209,2015-09-14,2015,3,1
18875,41.598459,-73.347537,2015-09-14,2015,3,1
15499,41.94096,-72.834302,2015-09-15,2015,4,1
15837,41.8395,-72.9346,2015-09-15,2015,4,1
16119,41.5623,-72.4338,2015-09-15,2015,2,1
16239,41.878,-72.965,2015-09-15,2015,4,1
17271,41.8733,-72.9063,2015-09-15,2015,2,1
17568,41.576275,-72.287584,2015-09-15,2015,3,1
15176,41.7569,-72.1523,2015-09-16,2015,4,1
15386,41.815,-72.2319,2015-09-16,2015,3,1
16022,41.5856,-73.2292,2015-09-16,2015,3,1
16335,41.5783,-73.1745,2015-09-16,2015,4,1
16984,41.4686,-73.2911,2015-09-16,2015,3,1
16202,41.5666,-72.6644,2015-09-17,2015,5,1
16225,41.9015,-72.6708,2015-09-17,2015,5,1
14553,41.2604,-73.4367,2015-09-21,2015,5,1
14804,41.8804,-73.331,2015-09-21,2015,3,1
16254,41.6568,-73.318,2015-09-21,2015,3,1
18463,41.12685,-73.47101,2015-09-21,2015,5,1
18935,41.23232,-73.3451,2015-09-22,2015,4,1
16127,41.864151,-73.167442,2015-09-23,2015,2,1
16191,41.9173,-73.1949,2015-09-23,2015,2,1
16370,41.7807,-72.963,2015-09-23,2015,3,1
17398,41.7254,-72.95,2015-09-23,2015,2,1
14825,41.6743,-73.0695,2015-09-24,2015,5,1
15993,41.7174,-73.0867,2015-09-24,2015,5,1
16049,41.7412,-73.1148,2015-09-24,2015,5,1
18877,41.7211,-73.05769,2015-09-24,2015,3,1
16124,41.938249,-73.321123,2015-09-25,2015,2,1
16139,41.9267,-73.2799,2015-09-25,2015,3,1
14129,41.4684,-73.0501,2015-09-28,2015,4,1
16268,41.288,-73.1461,2015-09-28,2015,5,1
18931,41.411667,-73.07055,2015-09-28,2015,5,1
17565,42.01196,-71.871901,2015-09-29,2015,4,1
18932,41.963157,-71.89015,2015-09-29,2015,4,1
14199,41.863,-72.2402,2015-10-01,2015,4,1
14470,41.8272,-72.464,2015-10-01,2015,3,1
14866,41.9833,-72.2179,2015-10-01,2015,2,1
15315,41.4603,-72.3343,2015-10-01,2015,2,1
16112,41.4283,-72.4226,2015-10-01,2015,2,1
16122,41.4978,-72.3435,2015-10-01,2015,2,1
17816,41.90276,-72.06398,2015-10-01,2015,3,1
14414,41.4501,-72.8407,2015-10-02,2015,5,1
15201,41.545673,-72.765549,2015-10-02,2015,5,1
15413,41.605,-72.7577,2015-10-02,2015,4,1
17061,41.3019,-72.4569,2015-10-02,2015,5,1
14278,41.6158,-72.0416,2015-10-05,2015,4,1
14720,41.4568,-71.8169,2015-10-05,2015,2,1
15008,41.7172,-71.8422,2015-10-06,2015,4,1
15051,41.8829,-71.9286,2015-10-06,2015,4,1
16972,41.7067,-73.1619,2015-10-06,2015,2,1
17181,41.7628,-73.1897,2015-10-06,2015,4,1
17852,41.89866,-71.80928,2015-10-06,2015,3,1
16428,41.309,-73.3658,2015-10-07,2015,5,1
16588,41.2742,-73.4642,2015-10-07,2015,5,1
17342,41.465,-73.465,2015-10-07,2015,5,1
14413,41.528244,-72.856272,2015-10-09,2015,5,1
14523,41.9667,-73.4341,2015-11-18,2015,3,1
16603,41.5803,-72.4083,2015-11-18,2015,5,1
15013,41.4259,-72.9056,2016-09-19,2016,4,1
15796,41.4748,-71.8342,2016-09-20,2016,3,1
19021,41.82225,-72.543615,2016-09-20,2016,5,1
19024,41.966806,-72.362173,2016-09-20,2016,4,1
14226,41.5314,-72.8218,2016-09-21,2016,5,1
14413,41.528244,-72.856272,2016-09-21,2016,5,1
14414,41.4501,-72.8407,2016-09-21,2016,5,1
15530,41.5575,-73.2155,2016-09-21,2016,4,1
16431,41.5696,-73.2259,2016-09-21,2016,4,1
14727,41.4107,-72.2217,2016-09-26,2016,4,1
16276,41.4375,-72.2253,2016-09-26,2016,4,1
15043,41.8212,-73.3713,2016-09-27,2016,3,1
15529,41.7298,-73.4884,2016-09-27,2016,4,1
14251,41.8806,-73.3654,2016-09-28,2016,4,1
14358,41.0898,-73.5152,2016-09-28,2016,5,1
14361,41.1359,-73.426,2016-09-28,2016,5,1
14439,41.9337,-73.3908,2016-09-28,2016,4,1
19026,41.027382,-73.633868,2016-09-28,2016,5,1
14128,41.6884,-73.2668,2016-09-29,2016,4,1
14482,41.8181,-73.1441,2016-09-29,2016,5,1
18867,41.617548,-72.426253,2016-09-30,2016,3,1
14129,41.4684,-73.0501,2016-10-05,2016,4,1
14179,41.797345,-73.115842,2016-10-05,2016,5,1
14316,41.6159,-73.0579,2016-10-05,2016,5,1
14317,41.4435,-73.0642,2016-10-05,2016,5,1
14319,41.7361,-73.1054,2016-10-05,2016,5,1
14341,41.7891,-73.1145,2016-10-05,2016,5,1
14456,41.5805,-73.0703,2016-10-05,2016,5,1
14800,41.6105,-73.1153,2016-10-05,2016,5,1
15531,41.7164,-73.0604,2016-10-05,2016,3,1
14686,42.0096,-73.2806,2016-10-06,2016,5,1
16114,41.9328,-73.1214,2016-10-06,2016,4,1
14520,41.9751,-73.4212,2016-10-07,2016,5,1
14880,42.0495,-73.4301,2016-10-07,2016,3,1
19019,41.993089,-73.438412,2016-10-07,2016,2,1
14394,41.2343,-73.1838,2016-10-11,2016,5,1
16141,41.2534,-73.2059,2016-10-11,2016,4,1
15240,42.0356,-72.9384,2016-10-12,2016,3,1
16502,42.0056,-72.8508,2016-10-12,2016,2,1
14605,41.5908,-72.9009,2016-10-13,2016,4,1
15479,41.5996,-72.8854,2016-10-13,2016,5,1
19016,41.76615,-72.7392,2016-10-13,2016,5,1
19017,41.654345,-73.036215,2016-10-13,2016,5,1
14444,41.2945,-73.3948,2016-10-17,2016,4,1
16261,41.2771,-73.3275,2016-10-17,2016,3,1
14183,41.5979,-73.4152,2016-10-18,2016,4,1
14450,41.5489,-73.3308,2016-10-18,2016,4,1
19020,41.570871,-73.327091,2016-10-18,2016,3,1
14360,41.2675,-73.4414,2016-10-19,2016,5,1
14370,41.1909,-73.4297,2016-10-19,2016,5,1
14172,41.4131,-73.2823,2016-10-21,2016,4,1
15689,41.4959,-72.4599,2016-10-24,2016,3,1
16860,41.5111,-72.4375,2016-10-24,2016,3,1
14221,41.3278,-72.6116,2016-10-25,2016,3,1
19025,41.382789,-72.552639,2016-10-25,2016,4,1
14458,41.4389,-73.401,2016-10-26,2016,5,1
14471,41.6664,-73.5119,2016-10-26,2016,4,1
14740,41.512349,-73.52695,2016-10-26,2016,3,1
15581,41.4597,-73.3275,2016-10-26,2016,3,1
14711,41.484262,-73.258547,2016-10-31,2016,5,1
14712,41.484,-73.2584,2016-10-31,2016,4,1
19121,41.48494,-73.19425,2016-10-31,2016,3,1
14445,41.1693,-73.367,2016-11-02,2016,4,1
15239,41.0995,-73.6832,2016-11-02,2016,4,1
15357,41.1457,-73.3012,2016-11-02,2016,5,1
15886,41.6475,-73.4838,2016-11-02,2016,4,1
14470,41.8272,-72.464,2017-10-03,2017,3,1
14581,41.9423,-72.3058,2017-10-03,2017,4,1
14584,41.904,-72.2891,2017-10-03,2017,3,1
19639,41.76335,-72.39306,2017-10-03,2017,4,1
19644,41.893756,-72.232191,2017-10-03,2017,4,1
14413,41.528244,-72.856272,2017-10-04,2017,5,1
14414,41.4501,-72.8407,2017-10-04,2017,5,1
19698,41.286443,-72.9741,2017-10-04,2017,5,1
19699,41.066398,-73.55384,2017-10-04,2017,5,1
14197,41.7508,-72.8717,2017-10-05,2017,4,1
14390,41.6742,-72.9619,2017-10-05,2017,4,1
14392,41.6738,-72.8977,2017-10-05,2017,5,1
14461,41.9685,-73.0331,2017-10-06,2017,4,1
15240,42.0356,-72.9384,2017-10-06,2017,3,1
15825,41.9168,-72.989,2017-10-06,2017,4,1
14706,41.3928,-71.9604,2017-10-10,2017,4,1
15796,41.4748,-71.8342,2017-10-10,2017,3,1
14316,41.6159,-73.0579,2017-10-11,2017,5,1
14317,41.4435,-73.0642,2017-10-11,2017,5,1
14456,41.5805,-73.0703,2017-10-11,2017,5,1
14800,41.6105,-73.1153,2017-10-11,2017,4,1
19693,41.68184,-73.0163,2017-10-11,2017,5,1
14410,42.022,-71.9528,2017-10-12,2017,4,1
14444,41.2945,-73.3948,2017-10-13,2017,3,1
14458,41.4389,-73.401,2017-10-13,2017,5,1
19682,41.406776,-73.144739,2017-10-13,2017,3,1
14314,41.8008,-72.1182,2017-10-16,2017,3,1
15020,41.43,-72.3392,2017-10-16,2017,4,1
16139,41.9267,-73.2799,2017-10-16,2017,3,1
19681,41.697255,-72.084129,2017-10-16,2017,4,1
19696,42.03433,-73.268021,2017-10-16,2017,3,1
14605,41.5908,-72.9009,2017-10-17,2017,4,1
15479,41.5996,-72.8854,2017-10-17,2017,5,1
15499,41.94096,-72.834302,2017-10-17,2017,4,1
19655,41.991852,-72.810504,2017-10-17,2017,4,1
15530,41.5575,-73.2155,2017-10-18,2017,4,1
16110,41.6615,-72.5365,2017-10-19,2017,4,1
16119,41.5623,-72.4338,2017-10-19,2017,3,1
16962,41.799811,-72.964813,2017-11-02,2017,4,1
19657,41.786255,-72.964622,2017-11-02,2017,4,1
14581,41.9423,-72.3058,2018-10-01,2018,4,1
15092,41.8335,-72.2429,2018-10-01,2018,3,1
19938,41.64057,-72.33888,2018-10-01,2018,5,1
14720,41.4568,-71.8169,2018-10-02,2018,3,1
15796,41.4748,-71.8342,2018-10-02,2018,3,1
16124,41.938249,-73.321123,2018-10-05,2018,3,1
16139,41.9267,-73.2799,2018-10-05,2018,3,1
16370,41.7807,-72.963,2018-10-05,2018,3,1
16110,41.6615,-72.5365,2018-10-09,2018,4,1
16119,41.5623,-72.4338,2018-10-09,2018,2,1
16127,41.864151,-73.167442,2018-10-09,2018,2,1
19940,41.800009,-73.37902,2018-10-09,2018,3,1
14410,42.022,-71.9528,2018-10-10,2018,4,1
14451,41.7002,-72.1823,2018-10-10,2018,4,1
19933,41.40193,-72.04427,2018-10-10,2018,3,1
14740,41.512349,-73.52695,2018-10-11,2018,3,1
19957,41.651682,-73.44668,2018-10-11,2018,4,1
14458,41.4389,-73.401,2018-10-15,2018,5,1
19956,41.391945,-73.390853,2018-10-15,2018,4,1
14413,41.528244,-72.856272,2018-10-16,2018,5,1
14414,41.4501,-72.8407,2018-10-16,2018,5,1
14605,41.5908,-72.9009,2018-10-16,2018,5,1
15479,41.5996,-72.8854,2018-10-16,2018,5,1
14450,41.5489,-73.3308,2018-10-17,2018,4,1
14456,41.5805,-73.0703,2018-10-17,2018,5,1
14461,41.9685,-73.0331,2018-10-17,2018,3,1
15530,41.5575,-73.2155,2018-10-17,2018,4,1
16335,41.5783,-73.1745,2018-10-17,2018,3,1
14392,41.6738,-72.8977,2018-10-19,2018,5,1
15274,41.384,-72.988,2018-10-19,2018,4,1
14317,41.4435,-73.0642,2018-10-22,2018,5,1
14332,41.5002,-73.0503,2018-10-22,2018,5,1
14825,41.6743,-73.0695,2018-10-22,2018,5,1
16050,41.7485,-73.1129,2018-10-22,2018,5,1
14197,41.7508,-72.8717,2018-10-23,2018,4,1
14581,41.9423,-72.3058,2019-10-01,2019,4,1
18921,41.60567,-73.33967,2019-10-01,2019,3,1
14316,41.6159,-73.0579,2019-10-02,2019,5,1
14825,41.6743,-73.0695,2019-10-02,2019,5,1
15301,41.8067,-72.2646,2019-10-02,2019,5,1
15783,41.7882,-72.2776,2019-10-02,2019,4,1
20127,41.670147,-72.969139,2019-10-02,2019,4,1
16139,41.9267,-73.2799,2019-10-03,2019,3,1
16649,41.2633,-73.1047,2019-10-03,2019,5,1
20129,41.899369,-73.264893,2019-10-03,2019,3,1
17366,41.6125,-72.4741,2019-10-04,2019,4,1
20206,41.578831,-72.369716,2019-10-04,2019,2,1
14720,41.4568,-71.8169,2019-10-07,2019,3,1
15796,41.4748,-71.8342,2019-10-07,2019,3,1
20251,41.5213,-72.4386,2019-10-07,2019,2,1
14360,41.2675,-73.4414,2019-10-08,2019,5,1
14361,41.1359,-73.426,2019-10-08,2019,5,1
14370,41.1909,-73.4297,2019-10-08,2019,5,1
15294,41.1954,-73.4321,2019-10-08,2019,5,1
16788,41.092,-73.4397,2019-10-08,2019,5,1
14263,41.5681,-72.1702,2019-10-09,2019,5,1
18818,41.453235,-72.338713,2019-10-15,2019,3,1
20122,41.970555,-73.294686,2019-10-15,2019,2,1
20124,41.916858,-73.115359,2019-10-15,2019,3,1
20325,41.67156,-72.837725,2020-10-20,2020,5,1
14456,41.5805,-73.0703,2020-10-21,2020,5,1
14799,41.6042,-73.1127,2020-10-21,2020,5,1
20318,41.762732,-73.110034,2020-10-22,2020,3,1
14711,41.484262,-73.258547,2020-10-26,2020,4,1
15996,41.561,-73.3134,2020-10-26,2020,4,1
20324,41.5965,-73.347069,2020-10-26,2020,4,1
20232,41.53936,-72.798747,2020-10-27,2020,5,1
14360,41.2675,-73.4414,2020-10-28,2020,5,1
14361,41.1359,-73.426,2020-10-28,2020,5,1
14366,41.246,-73.4341,2020-10-28,2020,4,1
14556,41.1361,-73.4346,2020-10-28,2020,5,1
15079,41.2574,-73.429,2020-10-28,2020,5,1
17012,41.0886,-73.6272,2020-10-28,2020,5,1
